ident,data_originator,adet,farkli_koordinat,tablolar,isimler
PMA,EUROCONTROL NMOC,3,2,"vor_dme,dme","MADINAH/PRINCE MOHAMMAD BIN ABDULAZIZ INTL,AMBON/PATTIMURA,MADINAH / PRINCE MOHAMMAD BIN ABDULAZIZ INTL"
POS,EUROCONTROL NMOC,3,2,"vor_dme,dme","PIARCO,POSADAS"
PPI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),3,2,"ils_loc,ils_gp,ils_dme",
PPN,EUROCONTROL NMOC,3,2,"vor_dme,dme","POPAYAN,PUNE"
PR,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,3,3,"ils_loc,ils_gp,vor_dme",PUERTO PRINCESA
PRA,EUROCONTROL NMOC,3,2,"vor_dme,dme","PRASLIN,PRATAPGARH"
PRG,EUROCONTROL NMOC,3,2,"vor_dme,dme","PARAGUANA,PERSIAN GULF"
PSD,EUROCONTROL NMOC,3,2,"vor_dme,dme","PORT SAID,PORT SUDAN"
PTC,EUROCONTROL NMOC,3,3,"vor_dme,dme","PUERTO CARRENO,PONTECAGNANO"
PTS,EUROCONTROL NMOC,3,2,"vor_dme,dme","PELOTAS,POTOSI"
PUL,EUROCONTROL NMOC,3,2,"vor_dme,dme","PULA,PUCALLPA"
PUT,EUROCONTROL NMOC,3,2,"vor_dme,dme","PHUKET,PUTNAM"
PWL,EUROCONTROL NMOC,3,2,"vor_dme,dme","PUERTO WILLIAMS,PAWLING"
QAA,ENAIRE,3,2,"ils_loc,ils_gp,ils_dme",
RB,CIVIL AVIATION AUTHORITY ISRAEL,3,2,"ils_loc,ils_gp,ils_dme",
RC,CIVIL AVIATION AUTHORITY ISRAEL,3,2,"ils_loc,ils_gp,ils_dme",
RLP,ENAIRE,3,3,"ils_loc,ils_gp,ils_dme",
ROA,EUROCONTROL NMOC,3,2,"vor_dme,dme","ROATAN,ROANOKE"
RST,EUROCONTROL NMOC,3,2,"vor_dme,dme","RASHT,ROCHESTER"
SAB,EUROCONTROL NMOC,3,2,"vor_dme,dme","SAINT ABBS,ASABA"
SAU,EUROCONTROL NMOC,3,2,"vor_dme,dme","SIAULIAI,SAUSALITO"
SD,SERVICE DE LINFORMATION AERONAUTIQUE,3,3,"ils_loc,ils_gp,ils_dme",
SER,EUROCONTROL NMOC,3,2,"vor_dme,dme","LA SERENA,SERGELEN"
SFD,EUROCONTROL NMOC,3,2,"vor_dme,dme","SEAFORD,SAN FERNANDO DE APURE"
SGR,EUROCONTROL NMOC,3,3,"vor_dme,dme","SAGRES,SRINAGAR"
SH,EUROCONTROL NMOC,3,3,"vor_dme,dme","SALEKHARD,ST HELENA"
SHA,EUROCONTROL NMOC,3,2,"vortac,dme","HONGQIAO,SHARURAH"
SHR,EUROCONTROL NMOC,3,2,"vor_dme,dme","SHANGRAO,SHAHROUD"
SIA,EUROCONTROL NMOC,3,3,"vortac,dme","SANGSTER,ISA"
SIE,EUROCONTROL NMOC,3,2,"vortac,dme","SIEDLCE,SEA ISLE"
SIS,EUROCONTROL NMOC,3,2,"vor_dme,dme","SAN ISIDRO,RESISTENCIA"
SJD,EUROCONTROL NMOC,3,2,"vor_dme,dme","CABOS,YANGZHOU"
SJE,EUROCONTROL NMOC,3,2,"vor_dme,dme","SAN JOSE DEL GUAVIARE,SHIMOJISHIMA"
SKD,EUROCONTROL NMOC,3,2,"vor_dme,dme","SHAHRE KORD,SAMARKAND"
SLC,EUROCONTROL NMOC,3,3,"vortac,dme","SLIAC,SALT LAKE CITY"
SLP,EUROCONTROL NMOC,3,2,"vor_dme,dme","POTOSI,LUBUK LINGGAU / SILAMPARI"
SLT,EUROCONTROL NMOC,3,2,"vortac,dme","SLATE RUN,SIALKOT"
SMK,HUNGAROCONTROL,3,2,"ils_loc,ils_gp,ils_dme",
SMR,EUROCONTROL NMOC,3,2,"vor_dme,dme","SMARA,SIMARA"
SOK,EUROCONTROL NMOC,3,2,"vortac,dme","SOUTH KAUAI,SOKOTO"
SOT,EUROCONTROL NMOC,3,2,"vortac,tacan","SNOWBIRD,SONGTAN"
SP,SERVICE DE LINFORMATION AERONAUTIQUE,3,2,"ils_loc,ils_gp,ils_dme",
SPL,EUROCONTROL NMOC,3,2,"vor_dme,dme","AMSTERDAM/SCHIPHOL,SPLIT"
SRA,EUROCONTROL NMOC,3,2,"vortac,dme","SAN RAFAEL / S.A. S.GERMANO,SINTRA,SAN RAFAEL / S.A. S. GERMANO"
STA,ENAIRE,3,2,"ils_loc,ils_gp,ils_dme",
STG,EUROCONTROL NMOC,3,2,"vor_dme,dme","STUTTGART,SANTIAGO"
STM,EUROCONTROL NMOC,3,2,"vor_dme,dme","SAO TOME,SANTAREM"
SV,EUROCONTROL NMOC,3,3,"vor_dme,dme","SOROTI,ST. VINCENT,VISBY"
TAN,EUROCONTROL NMOC,3,2,"vor_dme,dme","TANF,YUANTAN"
TAP,EUROCONTROL NMOC,3,2,"vor_dme,dme","TAPACHULA,TARAPOTO"
TBS,EUROCONTROL NMOC,3,2,"vor_dme,dme","TEBESSA,TABAS"
TFE,EUROCONTROL NMOC,3,2,"vor_dme,dme","MUSASHI,TEFE"
THA,EUROCONTROL NMOC,3,2,"vor_dme,dme","THABLOTIN,TAOHUA"
TIO,EUROCONTROL NMOC,3,2,"vor_dme,dme","TIMIMOUN,EL COCO"
TLA,BHANSA (ANSP),3,2,"ils_loc,ils_gp,ils_dme",
TNN,EUROCONTROL NMOC,3,2,"vor_dme,dme","TAN-TAN/PLAGE BLANCHE,SIGANG"
TNV,EUROCONTROL NMOC,3,2,"vor_dme,dme","ANTANANARIVO/IVATO,NAVASOTA"
TOL,EUROCONTROL NMOC,3,2,"vor_dme,dme","TONGLU,TOLEMAIDA"
TOY,EUROCONTROL NMOC,3,2,"vortac,dme","TONGOY,TROY"
TRE,EUROCONTROL NMOC,3,2,"vor_dme,dme","TOTTORI,TRELEW"
TRL,EUROCONTROL NMOC,3,3,"vor_dme,dme","TRIPOLIS,TROLL,TRES LAGOAS"
TUC,EUROCONTROL NMOC,3,2,"vor_dme,dme","TUNIS,TUCUMAN / TTE. B. MATIENZO"
TV,EUROCONTROL NMOC,3,3,"vor_dme,dme","STONY,TABORA"
ULD,EUROCONTROL NMOC,3,2,"vor_dme,dme","UBERLANDIA,ULAN-UDE/MUKHINO"
VAS,EUROCONTROL NMOC,3,2,"vor_dme,dme","ASUNCION,ALOR STAR"
VBA,EUROCONTROL NMOC,3,3,"vor_dme,dme","BARNA,BATU ARANG"
VBU,EUROCONTROL NMOC,3,2,"vor_dme,dme","BULAWAYO/J.M. NKOMO,BINTULU"
VDO,EUROCONTROL NMOC,3,2,"vor_dme,dme","OUJDA/ANGADS,VAN DON"
VEN,EUROCONTROL NMOC,3,2,"vor_dme,dme","VENTSPILS,ENCARNACION"
VFA,EUROCONTROL NMOC,3,2,"vor_dme,dme","FARO,VICTORIA FALLS"
VIG,ENAIRE,3,3,"ils_loc,ils_gp,ils_dme",
VIH,EUROCONTROL NMOC,3,2,"vor_dme,dme","IPOH,VICHY"
VLI,EUROCONTROL NMOC,3,2,"vor_dme,dme","HARRY MWAANGA NKUMBULA,PORT VILA"
VLN,ENAIRE,3,2,"ils_loc,ils_gp,ils_dme",
VME,EUROCONTROL NMOC,3,2,"vor_dme,dme","MCAL. ESTIGARRIBIA,MENONGUE"
VMG,EUROCONTROL NMOC,3,2,"vor_dme,dme","SAO MIGUEL,MONGU"
VNA,EUROCONTROL NMOC,3,2,"vortac,dme","LUANDA,VIENNA"
VSP,EUROCONTROL NMOC,3,2,"vor_dme,dme","VISAKHAPATNAM,SEPANG"
VTN,EUROCONTROL NMOC,3,2,"vor_dme,dme","VIENTIANE,VENTANAS"
VTO,ENAIRE,3,2,"ils_loc,ils_gp,ils_dme",
WGD,EUROCONTROL NMOC,3,2,"vor_dme,dme","VOLGOGRAD/GUMRAK,VOLOGDA"
WLD,EUROCONTROL NMOC,3,2,"vor_dme,dme","BENI WALID,WALDA"
YBG,SERBIA AND MONTENEGRO AIR TRAFFIC SERVICES SMATSA LLC,3,3,"ils_loc,ils_gp,ils_dme",
YNI,SERBIA AND MONTENEGRO AIR TRAFFIC SERVICES SMATSA LLC,3,3,"ils_loc,ils_gp,ils_dme",
YUB,SERBIA AND MONTENEGRO AIR TRAFFIC SERVICES SMATSA LLC,3,2,"ils_loc,ils_gp,ils_dme",
ZAG,EUROCONTROL NMOC,3,2,"vor_dme,dme","ZAGREB,ZAGORA"
AAT,EUROCONTROL NMOC,2,2,"vor_dme,dme","AGARTALA,AGATTI"
AHR,EUROCONTROL NMOC,2,2,"vor_dme,dme","HERAT,ARVAIKHEER"
AKT,EUROCONTROL NMOC,2,2,"vor_dme,tacan","PREVEZA,AKENO"
ALD,EUROCONTROL NMOC,2,2,"vortac,dme","AL UDAID,ALLGAEU"
AMB,EUROCONTROL NMOC,2,2,"vor_dme,tacan","SANTIAGO,AMBERLEY"
AMS,EUROCONTROL NMOC,2,2,"vor_dme,dme","MAZAR E SHARIF,AMSTERDAM"
AN,EUROCONTROL NMOC,2,2,dme,"ANNABA,ANDOYA"
ARH,EUROCONTROL NMOC,2,2,"vor_dme,tacan","EL ARISH,FORT HUACHUCA"
AT,EUROCONTROL NMOC,2,2,dme,"ALTA,ARTEMOVSKIY"
ATA,AVINOR ORGANISATION FOR EAD,2,2,"vor,dme",ALTA
AVE,EUROCONTROL NMOC,2,1,"vortac,dme",AVENAL
AYT,DHMI TURKIYE,2,2,"vor_dme,tacan",ANTALYA
BA,EUROCONTROL NMOC,2,2,dme,"BANAK,BAKCHAR"
BAT,DHMI TURKIYE,2,2,"vor_dme,tacan",BATMAN
BD,EUROCONTROL NMOC,2,2,"vor_dme,dme","BOBO-DIOULASSO,BODO"
BDF,EUROCONTROL NMOC,2,2,vortac,"BARDUFOSS,BRADFORD"
BF,EUROCONTROL NMOC,2,2,"vor_dme,dme","BAFOUSSAM,BARDUFOSS"
BGS,EUROCONTROL NMOC,2,2,"vor_dme,dme","NIZHNEKAMSK/BEGISHEVO,BARRA DO GARCAS"
BIA,EUROCONTROL NMOC,2,2,"vor_dme,dme","BENGALURU,LEGNICA"
BIL,EUROCONTROL NMOC,2,2,"vortac,dme","BILLINGS,BILLUND"
BNE,SERVICE DE LINFORMATION AERONAUTIQUE,2,2,vor_dme,BOULOGNE
BO,EUROCONTROL NMOC,2,2,dme,"BRNO/TURANY DME 27,BODO"
BRC,EUROCONTROL NMOC,2,2,"vor_dme,dme","BERNICE,BRAC"
BRI,DHMI TURKIYE,2,2,"vor_dme,tacan",BALIKESIR/MERKEZ
BUT,EUROCONTROL NMOC,2,2,vor_dme,"BUTA-ZEGA,U-TAPAO"
BUZ,EUROCONTROL NMOC,2,2,"vor_dme,tacan",BUSHEHR
CAI,EUROCONTROL NMOC,2,2,"vor_dme,dme","CAIRO,CANOUAN"
CAL,EUROCONTROL NMOC,2,2,"vor_dme,dme","CALABAR,CALDAS NOVAS"
CAM,EUROCONTROL NMOC,2,2,"vor_dme,tacan","CAMBRIDGE,CAMERI"
CBH,EUROCONTROL NMOC,2,2,"vor_dme,tacan",CHAH BAHAR
CF,EUROCONTROL NMOC,2,2,"vor_dme,dme","MAKOUA,CASLAV DME 31"
CIM,EUROCONTROL NMOC,2,2,"vortac,dme","CIMARRON,SOENDERBORG"
CIV,SKEYES,2,2,"vor,tacan",CHIEVRES
CN,EUROCONTROL NMOC,2,2,dme,"KRISTIANSAND/KJEVIK,PIESTANY"
CNK,DHMI TURKIYE,2,2,"vor_dme,tacan",CANAKKALE
COM,EUROCONTROL NMOC,2,2,"vor_dme,dme","COMISO,COOMA"
CPN,EUROCONTROL NMOC,2,2,"vor_dme,dme","CHUM PHON,CAMPINAS"
CRD,DHMI TURKIYE,2,2,"vor_dme,tacan",CARDAK
CTN,EUROCONTROL NMOC,2,2,"vor_dme,dme","EL CANTON,CATANIA/FONTANAROSSA"
CVA,EUROCONTROL NMOC,2,2,"vortac,dme","DAVENPORT,CORVATSCH"
CVO,EUROCONTROL NMOC,2,2,"vor_dme,dme","CAIRO,CURVELO"
CVS,EUROCONTROL NMOC,2,2,"vor_dme,tacan","SAL/AMILCAR CABRAL,CANNON"
CZA,EUROCONTROL NMOC,2,2,"vor_dme,dme","KAUA,CZAPLINEK"
DAL,DHMI TURKIYE,2,2,"vor_dme,tacan",DALAMAN
DET,EUROCONTROL NMOC,2,1,"vor,dme",DETLING
DHT,EUROCONTROL NMOC,2,2,"vortac,dme","DALHART,MONTE DA GUIA"
DIA,EUROCONTROL NMOC,2,2,"vor_dme,dme","DOHA/DOHA INTL,DZIALYN"
DMR,EUROCONTROL NMOC,2,2,"vor_dme,dme","DIMAPUR,MARAO"
DMT,EUROCONTROL NMOC,2,2,dme,"DIAMANTINA,MONTARGIL"
DOB,EUROCONTROL NMOC,2,2,"vor_dme,tacan","DOB,DOBBINS"
DPR,EUROCONTROL NMOC,2,2,dme,"PEREIRO,DUPREE"
DSC,EUROCONTROL NMOC,2,2,"vor_dme,dme","YARKANT,SANTA CRUZ - FLORES"
DSK,EUROCONTROL NMOC,2,2,"vor_dme,dme","DARA SAKOR,DASHKI"
DUT,EUROCONTROL NMOC,2,2,"vor_dme,dme","DUTSE,DUTCH HARBOR"
DZF,EUROCONTROL NMOC,2,2,"vor_dme,tacan",DEZFUL
EFD,EUROCONTROL NMOC,2,2,"dme,tacan","ERFURT,ELLINGTON"
EKN,EUROCONTROL NMOC,2,2,"vortac,dme","ELKINS,STOCKHOLM/SKAVSTA"
ELB,EUROCONTROL NMOC,2,1,"vortac,dme",EL BANCO
ELO,FAA LOADER (EAD SP),2,1,"vor,dme",ELY
ERH,DHMI TURKIYE,2,2,"vor_dme,tacan","MALATYA,ERHAC"
ERZ,DHMI TURKIYE,2,2,"vor_dme,tacan",ERZURUM
ESL,EUROCONTROL NMOC,2,2,"vor_dme,tacan","KESSEL,EAST SALE"
FLO,AVINOR ORGANISATION FOR EAD,2,2,"vor,dme",FLORO
FLW,EUROCONTROL NMOC,2,1,"vor,dme",FELLOWS
FMD,AUSTRO CONTROL GMBH,2,1,"vor,dme",FISCHAMEND
FRS,EUROCONTROL NMOC,2,2,"vor_dme,dme",FLORES
GBR,EUROCONTROL NMOC,2,2,"vor_dme,tacan","SAO GABRIEL DA CACHOEIRA,GIBRALTAR"
GLB,EUROCONTROL NMOC,2,2,"vor_dme,dme","LIBO,HLYBOKAJE"
GME,EUROCONTROL NMOC,2,2,"vor_dme,dme","GOMBE,OSLO/GARDERMOEN"
GOT,EUROCONTROL NMOC,2,2,"vor_dme,tacan","GOTEM,DAIGO"
GRA,EUROCONTROL NMOC,2,2,"vor_dme,tacan","RIO GRANDE,GRAZZANISE"
GRS,EUROCONTROL NMOC,2,2,"vor,dme","GHRISS,GROSSETO"
GRZ,AUSTRO CONTROL GMBH,2,2,"vor,dme",GRAZ
HCN,EUROCONTROL NMOC,2,2,vor_dme,"HENGCHUN,CAP-HAITIEN"
HEL,EUROCONTROL NMOC,2,1,"vor,dme",HELSINKI
HL,EUROCONTROL NMOC,2,2,dme,"HELSINKI-VANTAA,VESTMANNAEYJAR"
HMN,EUROCONTROL NMOC,2,2,"vor_dme,tacan","KHANTY-MANSIYSK,HOLLOMAN"
HN,EUROCONTROL NMOC,2,2,"vor_dme,dme","HONIARA,ORSTA-VOLDA/HOVDEN"
HND,EUROCONTROL NMOC,2,2,"vor_dme,dme","HINDAN,KHUJAND"
HSA,EUROCONTROL NMOC,2,2,"vortac,dme","AL AHSA,ESFAHAN/HESA"
HSI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),2,2,"ils_loc,ils_gp",
HTY,EUROCONTROL NMOC,2,2,"vor_dme,tacan",HAT YAI
IAB,NAV CANADA,2,2,"ils_loc,ils_gp",
IAK,CYPRUS DEPARTMENT OF CIVIL AVIATION,2,2,"ils_loc,ils_gp",
IAM,NAV CANADA,2,2,"ils_loc,ils_gp",
IAOG,ENAIRE,2,2,"ils_loc,ils_gp",
IAQ,NAV CANADA,2,2,"ils_loc,ils_gp",
IBBE,SKEYES,2,2,"ils_loc,ils_gp",
IBBL,SKEYES,2,2,"ils_loc,ils_gp",
IBC,NAV CANADA,2,2,"ils_loc,ils_gp",
IBEV,SKEYES,2,2,"ils_loc,ils_gp",
IBFS,SKEYES,2,2,"ils_loc,ils_gp",
IBG,NAV CANADA,2,2,"ils_loc,ils_gp",
IBI,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
IBK,EUROCONTROL NMOC,2,2,dme,"BRASILIA,VILNIUS"
IBX,NAV CANADA,2,2,"ils_loc,ils_dme",
ICN,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
ICR,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
ICV,NAV CANADA,2,2,"ils_loc,ils_gp",
ICV,SKEYES,2,2,"ils_loc,ils_gp",
ICX,NAV CANADA,2,2,"ils_loc,ils_gp",
ICX,ROMATSA - ROMANIAN AIR TRAFFIC SERVICES ADMINISTRATION,2,2,"ils_loc,ils_gp",
IDAN,DHMI TURKIYE,2,2,"ils_loc,ils_gp",
IDET,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IDM,NAV CANADA,2,2,"ils_loc,ils_gp",
IDMI,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IDMN,DHMI TURKIYE,2,2,"ils_loc,ils_dme",
IDNA,DHMI TURKIYE,2,2,"ils_loc,ils_gp",
IDP,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
IDR,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
IDTW,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IDU,EUROCONTROL NMOC,2,2,"vortac,dme","INDUSTRY,DME 29 DUB"
IDWC,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IEG,NAV CANADA,2,2,"ils_loc,ils_gp",
IEJR,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IEM,NAV CANADA,2,2,"ils_loc,ils_gp",
IEPA,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IESR,DHMI TURKIYE,2,2,"ils_loc,ils_gp",
IETI,DHMI TURKIYE,2,2,"ils_loc,ils_gp",
IEZC,DHMI TURKIYE,2,1,"ils_loc,ils_dme",
IFG,NAV CANADA,2,2,"ils_loc,ils_gp",
IFLR,SKEYES,2,2,"ils_loc,ils_gp",
IFN,AIRNAV IRELAND,2,2,"ils_loc,ils_dme",
IFP,NAV CANADA,2,2,"ils_loc,ils_gp",
IFSW,EUROCONTROL NMOC,2,2,dme,"FRANKFURT IFSW,ROMA/FIUMICINO"
IGK,NAV CANADA,2,2,"ils_loc,ils_gp",
IGM,GENERAL DEPARTMENT OF CIVIL AVIATION,2,2,"ils_loc,ils_gp",
IGN,NAV CANADA,2,2,"ils_loc,ils_gp",
IGO,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
IGZP,DHMI TURKIYE,2,1,"ils_loc,ils_dme",
IHE,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
IHJT,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IHUU,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IHV,NAV CANADA,2,2,"ils_loc,ils_gp",
IHY,NAV CANADA,2,2,"ils_loc,ils_gp",
IIF,NAV CANADA,2,2,"ils_loc,ils_dme",
IIF,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
IIGD,DHMI TURKIYE,2,1,"ils_loc,ils_dme",
IIT,NAV CANADA,2,2,"ils_loc,ils_gp",
IIV,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
IJG,NAV CANADA,2,2,"ils_loc,ils_gp",
IJKI,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IJT,NAV CANADA,2,2,"ils_loc,ils_gp",
IKAH,DHMI TURKIYE,2,1,"ils_loc,ils_dme",
IKB,NAV CANADA,2,2,"ils_loc,ils_gp",
IKB,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
IKE,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
IKF,NAV CANADA,2,2,"ils_loc,ils_gp",
IKM,EUROCONTROL NMOC,2,2,dme,"KAUNAS,KAMENKA"
IKNB,SKEYES,2,2,"ils_loc,ils_gp",
IKP,NAV CANADA,2,2,"ils_loc,ils_gp",
ILB,EUROCONTROL NMOC,2,2,dme,"LISBOA,BISTRICA"
ILC,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
ILE,NAV CANADA,2,2,"ils_loc,ils_gp",
ILI,EUROCONTROL NMOC,2,2,dme,"LISBOA,ILIAMNA"
ILL,ROMATSA - ROMANIAN AIR TRAFFIC SERVICES ADMINISTRATION,2,2,"ils_loc,ils_gp",
ILP,NAV CANADA,2,2,"ils_loc,ils_gp",
IMB,EUROCONTROL NMOC,2,2,"vor_dme,dme","KIMBERLY,MALBORK"
IMM,NAV CANADA,2,2,"ils_loc,ils_gp",
IMP,NAV CANADA,2,2,"ils_loc,ils_gp",
IMQ,NAV CANADA,2,2,"ils_loc,ils_gp",
INI,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
INO,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
INP,NAV CANADA,2,2,"ils_loc,ils_gp",
INS,EUROCONTROL NMOC,2,2,"vor_dme,tacan","INVERNESS,INDIAN SPRINGS"
INT,NAV CANADA,2,2,"ils_loc,ils_gp",
IOD,NAV CANADA,2,2,"ils_loc,ils_gp",
IOD,ROMANIA CIVIL AVIATION AUTHORITY,2,2,"ils_loc,ils_gp",
IOE,ROMATSA - ROMANIAN AIR TRAFFIC SERVICES ADMINISTRATION,2,2,"ils_loc,ils_gp",
IOGN,DHMI TURKIYE,2,1,"ils_loc,ils_dme",
IOP,ROMATSA - ROMANIAN AIR TRAFFIC SERVICES ADMINISTRATION,2,2,"ils_loc,ils_gp",
IPA,NAV CANADA,2,2,"ils_loc,ils_gp",
IPD,BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY,2,2,"ils_loc,ils_gp",
IPG,NAV CANADA,2,2,"ils_loc,ils_gp",
IPTK,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IQB,NAV CANADA,2,2,"ils_loc,ils_gp",
IQL,NAV CANADA,2,2,"ils_loc,ils_gp",
IQM,NAV CANADA,2,2,"ils_loc,ils_gp",
IQQ,NAV CANADA,2,2,"ils_loc,ils_gp",
IQR,NAV CANADA,2,2,"ils_loc,ils_gp",
IQT,NAV CANADA,2,2,"ils_loc,ils_gp",
IQU,NAV CANADA,2,2,"ils_loc,ils_gp",
IQY,NAV CANADA,2,2,"ils_loc,ils_gp",
IRE,EUROCONTROL NMOC,2,2,dme,"ROENNE,REYKJAVIK"
IRO,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
IRP,NAV CANADA,2,2,"ils_loc,ils_gp",
IRW,NAV CANADA,2,2,"ils_loc,ils_gp",
ISB,NAV CANADA,2,2,"ils_loc,ils_gp",
ISB,ROMATSA - ROMANIAN AIR TRAFFIC SERVICES ADMINISTRATION,2,2,"ils_loc,ils_gp",
ISJ,NAV CANADA,2,2,"ils_loc,ils_gp",
ISM,ROMATSA - ROMANIAN AIR TRAFFIC SERVICES ADMINISTRATION,2,2,"ils_loc,ils_gp",
ISN,EUROCONTROL NMOC,2,2,"vor_dme,dme","ESFAHAN,SWIDWIN"
ISPA,EUROCONTROL NMOC,2,2,dme,"SPANGDAHLEM,SKRYDSTRUP"
ISPT,DHMI TURKIYE,2,1,"ils_loc,ils_dme",
IST,NAV CANADA,2,2,"ils_loc,ils_gp",
ISTR,DHMI TURKIYE,2,1,"ils_loc,ils_dme",
ITC,ROMATSA - ROMANIAN AIR TRAFFIC SERVICES ADMINISTRATION,2,2,"ils_loc,ils_gp",
ITF,NAV CANADA,2,2,"ils_loc,ils_dme",
ITH,NAV CANADA,2,2,"ils_loc,ils_gp",
ITM,ROMATSA - ROMANIAN AIR TRAFFIC SERVICES ADMINISTRATION,2,2,"ils_loc,ils_gp",
ITO,EUROCONTROL NMOC,2,2,"vortac,dme","HILO,PALERMO/PUNTA RAISI"
ITR,NAV CANADA,2,2,"ils_loc,ils_gp",
ITR,ROMATSA - ROMANIAN AIR TRAFFIC SERVICES ADMINISTRATION,2,2,"ils_loc,ils_gp",
ITRB,DHMI TURKIYE,2,1,"ils_loc,ils_dme",
ITS,NAV CANADA,2,2,"ils_loc,ils_gp",
ITS,ROMATSA - ROMANIAN AIR TRAFFIC SERVICES ADMINISTRATION,2,2,"ils_loc,ils_gp",
ITV,NAV CANADA,2,2,"ils_loc,ils_gp",
ITX,NAV CANADA,2,2,"ils_loc,ils_gp",
IUY,NAV CANADA,2,2,"ils_loc,ils_dme",
IVAN,DHMI TURKIYE,2,1,"ils_loc,ils_dme",
IVO,NAV CANADA,2,2,"ils_loc,ils_gp",
IVP,NAV CANADA,2,2,"ils_loc,ils_gp",
IVQM,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IWG,NAV CANADA,2,2,"ils_loc,ils_gp",
IWN,EUROCONTROL NMOC,2,2,"ils_loc,ils_gp",
IXJ,NAV CANADA,2,2,"ils_loc,ils_gp",
IXU,NAV CANADA,2,2,"ils_loc,ils_gp",
IXX,NAV CANADA,2,2,"ils_loc,ils_gp",
IYB,NAV CANADA,2,2,"ils_loc,ils_gp",
IYF,NAV CANADA,2,2,"ils_loc,ils_dme",
IYG,NAV CANADA,2,2,"ils_loc,ils_gp",
IYJ,NAV CANADA,2,2,"ils_loc,ils_gp",
IYR,NAV CANADA,2,2,"ils_loc,ils_gp",
IYT,NAV CANADA,2,2,"ils_loc,ils_gp",
IYZ,NAV CANADA,2,2,"ils_loc,ils_gp",
IZA,UKRAINIAN STATE AIR TRAFFIC SERVICES ENTERPRISE,2,2,"ils_loc,ils_gp",
IZF,NAV CANADA,2,2,"ils_loc,ils_gp",
IZP,NAV CANADA,2,2,"ils_loc,ils_gp",
IZR,GENERAL DEPARTMENT OF CIVIL AVIATION,2,2,"ils_loc,ils_gp",
IZT,NAV CANADA,2,2,"ils_loc,ils_gp",
IZV,NAV CANADA,2,2,"ils_loc,ils_gp",
IZX,NAV CANADA,2,2,"ils_loc,ils_gp",
IZZ,NAV CANADA,2,2,"ils_loc,ils_gp",
JAI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),2,2,"ils_loc,ils_gp",
JBT,EUROCONTROL NMOC,2,2,"dme,tacan","TAITUNG/FONGNIAN,OMURA"
JNI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),2,2,"ils_loc,ils_gp",
JSI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),2,2,"ils_loc,ils_gp",
JXN,FAA LOADER (EAD SP),2,1,"vor,dme",JACKSON
KCE,EUROCONTROL NMOC,2,1,"vor,dme",KOBE
KER,EUROCONTROL NMOC,2,2,"vor_dme,tacan",KERMAN
